,DetWake Periods,DetSleep Consistency,DetRespiratory Rate,DetTotal Cycle Sleep Time (hours),DetREM Percentage,DetDeep Sleep Percentage,DetRestorative Sleep (hours),DetRestorative Sleep (%)
103,3.0,75.0,16.4502,4.29,18.8,25.5,2.07,44.3
104,8.265388213485522,61.0,16.7578,6.88,32.4,23.6,2.92,55.9
105,12.0,63.0,16.9629,7.37,23.1,25.0,2.85,48.1
106,8.0,64.0,17.2559,5.28,24.3,25.7,2.3,50.0
107,15.0,50.0,16.9336,7.01,10.2,23.2,2.79,33.4
108,13.0,69.0,17.4023,5.78,27.1,14.9,2.93,42.0
109,4.0,78.0,16.1133,6.26,12.2,14.6,1.76,26.8
110,10.0,69.81679831046337,17.1094,7.98,34.8,23.1,4.96,57.9
111,5.0,64.64050606004268,17.373,7.58,34.4,20.0,3.89,54.3
112,9.0,71.15193873403979,17.7832,7.85,31.6,19.5,4.2,51.1
113,10.0,73.0,17.6367,8.49,34.2,17.0,4.13,51.2
114,8.581371146657212,67.0,17.4023,10.81,31.9,16.2,4.59,48.1
115,6.0,60.0,16.4355,5.31,21.9,15.4,2.13,37.4
116,8.577909672020674,68.0,16.6406,7.16,29.2,11.6,3.02,40.9
117,10.0,70.0,16.1133,7.97,36.2,13.5,4.13,49.6
118,3.0,72.0,16.6992,6.12,34.3,11.2,2.89,45.4
119,8.0,78.0,17.4023,5.3,41.3,12.8,3.09,54.0
120,6.0,67.0,17.2852,7.84,37.2,23.0,4.92,60.2
121,14.0,75.0,16.9922,7.82,28.8,17.6,3.9,46.4
122,12.0,77.0,18.4863,6.4,21.7,19.7,3.05,41.4
123,9.0,64.0,18.5156,5.27,23.2,23.4,2.65,46.6
124,17.0,75.0,18.5156,7.61,10.5,17.1,2.37,27.6
125,10.0,64.0,18.75,7.14,10.7,17.2,2.16,27.9
126,8.0,72.0,18.5742,6.27,19.8,17.7,2.5,37.6
127,15.0,76.0,18.2812,6.81,18.8,20.5,3.35,39.3
128,8.009125313721228,83.0,18.3984,7.82,37.6,6.7,3.56,44.3
129,9.544729627296228,85.0,18.9844,6.73,27.5,21.0,3.35,48.4
130,10.068343855901063,83.0,18.75,8.38,41.4,17.6,5.13,59.0
131,8.294128286917726,86.0,18.8965,8.07,35.6,26.3,5.11,61.9
132,10.366800062945877,60.0,18.9551,5.9,44.7,13.0,3.51,57.6
133,10.0,73.0,18.5156,8.25,23.9,18.2,3.77,42.2
134,13.0,67.0,15.0586,6.82,29.0,16.4,3.57,45.5
135,10.0,68.0,16.9043,5.17,27.6,12.2,2.29,39.8
136,7.0,58.0,16.875,7.12,36.4,14.8,3.88,51.1
137,10.0,64.0,17.0508,6.9,28.7,16.6,3.47,45.3
138,17.0,70.0,16.2891,7.89,29.8,19.8,4.23,49.6
139,8.0,29.0,16.2891,5.72,38.8,16.6,3.5,55.5
140,8.0,53.0,16.4648,7.02,44.5,15.4,4.51,59.9
141,13.0,64.66314237753909,14.1211,5.5,26.6,20.6,2.98,47.2
142,23.0,65.3216162452033,14.5898,7.12,28.3,15.3,3.62,43.7
143,10.0,65.55548362760257,14.8242,3.95,31.5,13.2,1.97,44.7
144,17.0,62.0,14.2383,7.71,31.6,21.7,4.64,53.3
145,16.0,67.54217057048803,15.8203,5.58,32.8,26.4,4.04,59.2
146,21.0,58.05594076016001,16.3184,5.66,18.2,16.9,2.66,35.1
147,16.0,59.0,15.9375,5.87,24.1,18.8,3.06,42.9
148,14.0,79.0,16.875,6.22,24.0,19.4,3.2,43.4
149,18.0,69.0,17.4023,7.52,14.2,17.9,2.69,32.0
150,19.0,65.0,17.4023,6.23,14.2,19.3,2.38,33.5
151,10.0,49.0,17.9883,6.23,21.8,25.3,2.44,47.1
152,20.429640345605904,63.0,17.6953,12.14,20.7,21.7,3.95,42.4
153,16.0,65.0,18.1055,6.37,17.5,12.2,2.12,29.7
154,14.0,29.0,18.0469,6.91,7.3,20.0,1.61,27.3
155,15.0,49.0,17.7539,5.59,12.7,24.0,2.37,36.7
156,11.0,68.0,15.3516,5.47,36.6,10.8,2.9,47.4
157,12.1194009529097,76.0,15.0879,7.12,33.6,16.1,3.71,49.7
158,7.3708241553041915,64.0,15.5859,5.97,46.2,17.0,3.86,63.2
159,10.0,68.0,14.9121,7.5,35.2,20.2,4.5,55.4
160,8.429093170160797,75.0,15.4395,5.44,33.6,14.7,2.72,48.3
161,5.0,36.0,16.9922,6.33,39.0,14.4,2.85,53.4
162,9.781329997001073,47.0,16.1133,6.57,25.3,19.4,2.35,44.7
163,18.0,63.0,16.1719,7.15,26.5,19.9,4.03,46.4
164,7.0,70.0,15.7617,5.43,27.4,18.5,2.73,45.9
165,7.0,72.0,15.7617,7.26,20.1,13.2,2.6,33.3
166,7.0,48.0,16.3477,7.07,32.8,7.5,3.0,40.3
167,8.0,62.0,15.9961,6.07,33.1,26.6,4.13,59.8
168,10.0,70.0,16.8164,6.79,43.0,16.5,4.43,59.5
169,17.0,44.0,16.875,11.67,30.8,19.2,4.45,49.9
170,7.0,43.0,17.0508,7.76,42.1,24.7,5.52,66.7
171,8.0,64.0,17.7539,4.18,17.0,14.4,1.9,31.4
172,20.0,66.82923740291201,17.8711,5.92,35.2,23.0,4.25,58.1
173,6.0,77.0,15.790999999999999,7.32,35.9,25.9,4.75,61.8
174,9.552230546378404,81.0,16.5234,5.95,33.7,22.1,3.46,55.8
175,6.0,75.0,16.4648,8.4,36.0,19.9,5.0,55.9
176,9.0,79.0,16.6992,8.93,30.6,19.2,4.69,49.8
177,10.0,77.0,16.6113,9.79,32.2,17.4,5.16,49.7
178,6.0,77.0,15.9375,6.65,29.9,22.1,3.62,52.0
179,9.536476802329908,78.0,15.9375,7.68,43.8,24.3,5.44,68.1
180,18.0,52.0,17.4316,8.34,13.1,14.4,2.92,27.5
181,8.0,49.0,17.2266,4.65,17.2,17.5,1.88,34.7
182,22.0,56.0,17.0508,9.56,13.0,21.2,3.98,34.2
183,13.0,61.0,17.4023,5.54,15.2,17.3,2.07,32.5
184,12.0,65.0,17.3438,5.23,23.9,15.7,2.29,39.6
185,14.0,65.0,17.5781,7.2,21.1,16.2,3.24,37.3
186,14.0,45.0,17.2266,7.18,28.5,18.2,3.69,46.7
187,11.0,43.0,17.4023,7.34,35.0,14.4,3.85,49.4
188,5.0,64.0,17.6367,6.68,41.3,20.8,4.36,62.1
189,8.265868136846706,75.0,17.9297,6.33,40.9,21.4,4.11,62.3
190,7.0,68.0,17.8711,5.54,22.8,20.0,2.59,42.7
191,8.0,53.0,17.2852,4.84,45.9,18.2,3.34,64.1
192,13.0,49.0,17.6367,7.13,23.1,22.7,3.89,45.8
193,7.0,58.0,17.5488,8.24,20.5,18.1,2.95,38.6
194,14.0,77.0,17.5195,7.07,16.1,19.1,2.82,35.3
195,12.0,50.0,17.5195,7.87,32.8,17.7,4.34,50.5
196,12.0,47.0,18.2812,7.85,13.4,18.5,2.5,31.8
197,17.0,59.0,18.2227,7.78,15.7,16.6,2.63,32.3
198,7.0,76.0,18.6035,8.09,40.6,15.8,4.74,56.4
199,7.736071251984043,72.0,19.2773,7.73,28.4,17.6,3.66,46.0
200,9.239603181527215,76.0,19.7461,9.09,31.5,16.2,4.47,47.8
201,14.0,54.0,15.9375,7.91,33.4,16.5,4.32,49.9
202,14.0,56.0,16.2012,6.0,12.6,13.6,1.64,26.2
203,9.0,60.0,17.1094,7.04,37.8,20.1,4.12,57.9
204,10.0,47.0,17.4023,7.05,27.4,12.3,3.1,39.7
205,14.017456537662724,47.0,17.3438,5.74,41.9,15.0,3.0,56.8
206,10.0,66.0,15.790999999999999,6.33,38.0,7.3,3.28,45.3
207,14.0,71.0,16.1133,8.18,31.9,12.9,3.92,44.8
208,18.0,68.0,14.9414,5.93,14.9,14.1,2.0,29.0
209,15.0,74.0,14.8242,5.22,30.0,19.9,3.06,49.8
210,18.0,77.0,14.8242,6.55,24.2,22.3,3.44,46.5
211,15.0,78.0,14.8535,5.92,38.0,21.2,3.99,59.3
212,25.0,82.0,15.6445,6.72,29.3,16.8,3.62,46.1
213,15.0,47.0,16.4062,8.77,30.0,18.9,4.79,48.9
214,11.0,47.0,16.3477,4.27,34.2,20.5,2.72,54.7
215,16.0,43.0,17.1094,7.48,11.0,15.2,1.62,26.2
216,24.0,51.20959026144679,16.4648,8.56,14.0,7.5,1.92,21.6
217,21.0,46.0,17.8711,10.25,7.1,14.5,1.92,21.5
218,15.0,51.0,17.5781,7.08,17.4,13.7,2.4,31.1
219,10.0,60.0,17.8125,6.63,9.7,21.8,2.23,31.5
220,19.0,48.0,17.8711,7.98,13.9,16.3,2.76,30.2
221,14.0,56.0,17.9883,4.99,24.1,19.1,2.4,43.2
222,20.0,74.0,18.1055,8.09,11.5,17.3,2.35,28.8
223,15.0,68.0,18.457,8.46,29.2,15.1,3.67,44.3
224,11.993087989856761,24.0,15.3516,10.39,34.7,15.8,5.5,50.6
225,13.651595778544916,47.0,16.084,7.37,27.3,15.3,2.92,42.6
226,10.563856509049295,53.0,16.1719,6.49,34.6,18.6,3.6,53.2
227,8.735964092770715,68.0,16.377,5.36,45.2,23.9,3.85,69.1
228,9.0,56.0,15.6738,7.1,32.1,16.2,3.01,48.2
229,11.0,25.0,16.8164,8.86,14.4,16.9,2.0,31.3
230,10.0,41.0,15.9668,9.27,27.0,15.0,3.92,41.9
231,26.0,66.73357452719664,18.5156,7.71,19.4,21.9,3.9,41.3
232,17.0,68.20698207324368,18.5156,6.47,21.5,22.1,3.2,43.6
233,3.0,62.76953427795987,19.8047,1.45,17.6,24.4,0.74,42.0
234,11.0,66.0,15.6445,6.87,31.4,22.1,4.07,53.5
235,6.0,74.0,16.1133,5.69,24.3,4.6,1.87,28.9
236,10.0,63.0,15.6152,5.12,29.4,21.0,2.88,50.3
237,6.0,70.0,16.7578,6.91,28.0,18.0,3.45,46.0
238,10.441495144250077,81.0,15.2344,6.82,21.2,17.4,2.75,38.6
239,10.0,84.0,15.293,6.31,24.4,18.0,2.85,42.3
240,12.0,74.0,16.0254,7.87,34.8,16.4,4.68,51.3
241,9.36765743996935,65.85536143381435,17.1387,5.82,39.0,16.4,3.34,55.4
242,8.0,70.0,15.9082,9.89,28.1,19.5,5.05,47.6
243,7.931509190851472,78.0,15.7617,7.19,29.0,24.4,3.94,53.4
244,4.0,28.0,16.6406,10.8,28.8,14.0,3.79,42.8
245,7.0,52.0,16.3477,8.04,28.5,27.1,4.7,55.6
246,13.0,63.0,16.6992,9.19,25.1,16.9,4.39,42.0
247,5.0,69.0,16.9336,6.9,26.5,22.1,3.47,48.6
248,10.0,77.0,15.6445,8.57,32.3,22.6,4.98,54.8
249,15.0,60.0,17.3584,9.1,16.7,14.7,3.47,31.4
250,12.416575412152177,37.0,17.3438,7.08,9.0,14.9,1.46,23.9
251,6.0,53.0,17.2852,5.02,24.7,24.7,2.84,49.5
252,12.0,62.0,18.0762,7.4,30.6,22.7,4.42,53.3
253,8.914216161768877,63.0,17.6367,5.93,25.2,19.3,2.72,44.6
254,10.0,45.0,17.2266,8.32,19.4,21.1,2.46,40.5
255,16.48826798050311,49.0,16.4062,8.25,32.5,20.5,4.63,53.0
256,8.0,65.0,17.168,6.89,33.2,23.0,4.06,56.2
257,14.0,66.67359709397323,17.0508,8.41,31.0,18.8,4.84,49.8
258,9.697923262279147,50.0,17.5195,3.7,28.3,19.9,1.84,48.2
259,10.0,63.0,17.1094,6.65,15.0,13.0,2.02,28.0
260,12.64425487125677,66.17717944252502,18.0176,6.47,21.1,21.3,2.9,42.4
261,12.0,61.61253583405182,17.6367,7.47,24.3,23.0,3.31,47.3
262,8.0,67.24246837145219,17.9297,6.97,22.8,19.1,3.09,41.9
263,20.0,77.0,17.5781,6.32,6.1,20.6,2.01,26.7
264,8.0,78.0,18.6328,5.58,29.3,22.6,3.47,51.9
265,5.742657089497747,67.52052508294048,18.8672,5.85,39.5,16.7,3.3,56.1
266,13.0,58.0,15.4102,7.12,22.2,13.0,2.38,35.3
267,12.0,73.0,15.0586,8.01,29.3,11.3,3.53,40.6
268,12.0,81.0,15.2344,5.87,24.4,3.4,1.86,27.8
269,11.0,74.0,15.3809,7.62,32.7,10.2,3.69,42.9
270,5.0,76.0,15.6152,5.24,33.6,18.3,2.92,52.0
271,8.0,77.0,15.4688,4.23,39.8,16.3,2.61,56.1
272,13.377546847567736,71.0,17.168,7.29,25.8,16.5,2.64,42.4
273,16.0,68.0,17.7539,6.04,18.0,17.2,2.52,35.2
274,13.0,74.0,17.3438,8.1,27.3,13.8,3.55,41.1
275,17.0,54.0,18.5156,5.76,26.6,14.7,2.67,41.3
276,15.0,47.0,17.6953,8.79,19.1,19.4,3.24,38.5
277,8.0,29.0,16.3477,5.52,20.0,13.0,1.37,33.0
278,10.059496591280244,43.0,15.1172,5.42,36.6,16.3,3.02,52.9
279,12.0,40.0,14.7656,9.97,29.8,20.3,4.04,50.1
280,10.023585350102103,34.0,14.9707,3.74,22.9,20.9,1.28,43.8
281,7.0,30.0,16.6113,10.1,14.1,15.3,1.71,29.5
282,16.191660210873003,39.0,17.168,8.5,15.2,10.0,1.72,25.2
283,20.0,32.0,17.7832,12.06,14.9,13.4,3.04,28.3
284,7.0,74.0,15.9082,6.54,32.5,12.8,3.18,45.4
285,16.0,79.0,15.2344,7.74,35.4,18.8,4.7,54.2
286,12.494660597379777,78.0,16.582,7.65,42.8,18.2,4.93,60.9
287,6.0,67.0,16.3477,6.03,40.6,11.1,3.36,51.7
288,9.0,68.0,15.9082,7.92,40.3,19.7,5.26,60.0
289,7.0,74.0,16.1133,6.87,45.7,14.2,4.34,59.9
290,9.006500804644922,74.0,16.2012,5.79,45.9,10.4,3.4,56.3
291,9.873040825261612,69.86633089557677,17.4023,6.07,53.8,21.8,4.82,75.5
292,8.0,56.051404992100764,17.0801,9.14,47.6,22.3,6.65,69.9
293,5.0,66.41052191592247,16.8164,5.68,35.2,20.1,3.47,55.3
294,16.0,35.0,17.8711,9.46,29.9,19.3,5.41,49.2
295,19.0,56.0,17.3145,7.99,31.5,20.4,4.86,51.9
296,7.0,78.0,16.1133,7.11,25.9,15.5,3.1,41.4
297,5.0,76.0,16.0547,8.19,35.2,25.1,5.21,60.4
298,5.0,80.0,15.6152,5.99,17.2,27.6,2.84,44.9
299,11.0,55.0,15.9375,7.76,29.0,19.2,4.32,48.1
300,8.0,69.0,16.2891,9.09,27.1,23.9,5.15,51.0
301,11.748269631462776,68.0,16.4648,9.03,15.3,25.0,3.8,40.3
302,14.0,75.0,16.1719,8.67,26.6,16.4,4.3,43.0
303,13.0,58.0,17.4023,6.59,12.5,14.2,2.03,26.7
304,12.0,45.0,17.4023,7.21,23.5,17.6,3.71,41.1
305,10.0,57.0,17.1973,6.75,19.2,16.1,2.56,35.3
306,4.0,76.0,17.1094,6.86,20.0,22.2,3.12,42.2
307,6.0,75.0,17.2266,5.36,35.5,23.0,3.33,58.5
308,12.0,74.0,17.1094,8.0,21.6,19.3,3.47,40.9
309,11.83969076596955,75.0,17.1094,5.33,22.3,11.1,1.89,33.4
310,10.0,69.65753339513009,17.9883,8.05,28.2,16.0,3.87,44.2
311,8.0,63.7160295074663,17.2852,5.01,39.0,13.9,2.85,52.9
312,10.0,66.98474953522044,17.0801,6.64,40.8,17.6,4.31,58.4
313,9.0,63.55207526422023,17.2852,6.93,37.7,7.8,3.34,45.5
314,10.0,81.0,16.6992,8.04,38.8,12.2,4.32,51.0
315,13.357118523293039,82.0,17.0801,6.2,38.6,19.5,3.85,58.1
316,11.858379983023312,79.0,16.875,7.49,38.7,23.2,4.89,61.9
317,18.0,42.0,17.1387,8.42,29.7,18.6,4.4,48.3
318,9.0,68.6542711100397,18.1641,6.27,2.2,22.1,1.68,24.2
319,11.0,71.02947015772352,18.9844,5.97,38.6,24.9,4.21,63.5
320,12.0,64.35467405748656,18.457,6.62,17.5,20.0,2.76,37.5
321,5.101171353069134,70.41390432536087,19.6875,9.19,46.8,15.4,5.78,62.2
322,13.590732726444031,69.72078907356476,19.3359,7.5,44.1,12.0,4.43,56.1
323,8.0,76.0,19.0723,8.88,28.8,19.6,4.6,48.4
324,6.835415572926195,81.0,19.3945,8.26,34.4,8.1,3.56,42.5
325,8.0,80.0,19.4531,8.87,42.2,16.6,5.42,58.8
326,5.0,61.0,19.5703,5.71,39.8,18.3,3.49,58.2
327,7.030314022464765,78.0,19.043,8.11,43.0,16.8,5.01,59.9
328,5.0,60.99257438456683,19.4824,2.5,7.0,5.6,0.36,12.6
329,12.0,73.19113018408603,18.9258,5.46,41.5,19.8,3.68,61.3
330,8.0,84.0,15.9375,4.99,33.6,19.9,2.9,53.5
331,16.0,70.0,17.0508,6.65,31.2,15.5,3.4,46.8
332,11.0,60.0,15.0586,8.54,31.3,12.6,3.31,44.0
333,11.978058449524596,67.0,15.1172,6.57,31.2,19.8,3.5,51.0
334,9.0,73.0,15.8789,6.93,45.2,15.1,4.44,60.3
335,9.0,69.0,16.4062,7.2,39.2,11.0,3.92,50.3
336,10.0,67.0,16.5234,7.59,40.8,20.2,5.17,61.0
337,19.0,63.3637752666374,15.0586,5.46,28.5,17.3,2.94,45.8
338,5.0,66.49500852509811,14.4727,2.29,25.7,16.0,1.43,41.7
339,4.0,69.65551880598781,15.293,3.29,30.7,15.6,1.66,46.4
340,7.0,71.0,15.1758,5.78,32.7,13.4,2.95,46.1
341,20.0,65.91781917630021,15.6445,6.38,37.1,17.4,4.07,54.6
342,17.0,65.0,17.7246,7.11,29.9,23.1,4.11,53.0
343,16.0,75.0,17.4023,7.92,21.5,18.3,3.46,39.8
344,24.0,73.0,17.5781,7.27,12.9,18.3,2.61,31.2
345,15.0,68.0,17.4902,8.33,26.3,22.1,3.83,48.4
346,18.0,80.0,17.3438,7.68,21.3,16.0,3.24,37.4
347,14.0,65.0,17.2852,9.97,21.3,17.4,3.58,38.6
348,18.0,74.0,17.5781,7.92,34.6,23.4,5.23,57.9
349,14.0,39.0,17.9297,4.33,35.7,17.5,2.71,53.1
350,11.0,35.0,15.9375,8.77,26.6,14.2,3.28,40.7
351,13.842021971411612,46.0,14.6484,8.64,38.6,13.4,3.6,52.0
352,9.0,43.0,14.5605,7.57,27.2,12.4,2.58,39.6
353,14.0,47.0,15.9375,5.4,14.2,17.8,2.08,32.0
354,4.0,36.0,14.6484,9.28,30.5,12.8,2.74,43.4
355,15.0,31.0,15.7031,10.59,31.0,18.2,5.39,49.2
356,23.0,62.65170464114072,17.6953,7.52,24.7,14.9,3.74,39.6
357,13.0,66.2227729443058,17.6953,6.46,22.6,15.7,2.73,38.3
358,2.0,61.0680045326343,18.1055,1.46,14.1,19.6,0.55,33.7
359,8.0,70.0,16.582,5.94,33.5,12.7,2.98,46.2
360,8.0,68.0,16.1719,7.19,38.3,13.1,4.04,51.5
361,13.0,74.0,16.2012,7.31,38.9,16.9,4.43,55.7
362,13.0,77.0,16.8164,6.34,29.4,16.6,3.27,46.1
363,16.0,83.0,16.875,7.29,35.9,19.3,4.37,55.2
364,13.0,90.0,17.6074,6.77,17.1,10.5,2.03,27.6
365,12.77125789256641,69.0,16.7285,5.04,31.2,21.5,2.87,52.8
366,11.0,65.0,17.373,7.06,37.6,20.6,4.49,58.2
367,11.0,84.0,17.2852,7.22,29.3,14.5,4.05,43.7
368,10.0,80.0,16.377,7.73,37.5,23.2,5.25,60.7
369,11.0,49.0,17.1094,10.42,40.5,27.4,4.83,67.9
370,5.0,72.0,17.1094,7.69,42.9,19.5,5.06,62.3
371,5.0,62.0,17.4023,4.97,41.8,21.3,3.37,63.1
372,8.0,79.0,16.1133,8.03,12.0,22.4,2.98,34.3
373,12.0,74.0,15.6445,7.25,19.9,17.5,3.16,37.4
374,9.0,82.0,15.5273,7.08,31.8,20.0,3.99,51.8
375,9.0,86.0,15.3516,7.37,33.0,22.4,4.36,55.4
376,8.0,87.0,15.5566,7.6,34.3,21.0,4.58,55.3
377,8.90909751262462,53.0,15.7617,7.4,45.0,22.1,5.14,67.1
378,10.0,70.0,16.6406,7.39,30.8,20.9,4.84,51.7
379,9.0,32.0,16.4062,1.07,0.0,10.9,0.2,10.9
380,13.0,48.0,17.1973,6.9,18.8,25.9,3.59,44.7
381,14.0,62.0,16.8457,6.56,27.6,21.0,3.61,48.6
382,10.0,72.0,16.9922,6.39,30.6,20.5,3.59,51.1
383,10.406297849760897,55.0,16.7578,8.62,21.7,20.8,2.84,42.6
384,6.0,55.0,17.3438,5.84,33.0,12.9,2.95,46.0
385,2.0,61.79015160023695,17.7539,3.42,12.0,16.2,1.01,28.1
386,11.0,67.0,17.4902,10.14,24.0,21.1,4.01,45.1
387,14.729363587770749,48.0,17.373,9.94,21.2,24.1,3.59,45.2
388,13.0,65.0,17.4609,8.26,23.4,16.4,3.54,39.9
389,10.0,68.0,17.2266,8.96,32.1,19.4,4.83,51.5
390,10.493907325585305,77.0,17.4902,8.56,32.4,20.2,4.71,52.6
391,11.162916192848954,70.0,17.4023,6.82,44.4,23.2,4.81,67.6
392,8.606706346254015,46.0,17.3438,5.51,35.6,21.2,3.21,56.8
393,8.0,40.0,17.8418,5.38,31.2,10.9,2.44,42.1
394,13.0,53.0,17.4316,6.24,41.0,13.2,3.69,54.2
395,14.605421047911733,64.0,17.3438,6.9,30.1,12.6,3.15,42.7
396,5.0,70.0,17.3438,4.93,34.5,16.6,2.65,51.1
397,6.0,83.0,17.1094,6.69,47.8,18.7,4.62,66.6
398,11.0,73.0,18.2812,7.32,23.3,19.2,3.41,42.6
399,9.0,67.0,18.3105,7.37,26.3,23.3,3.58,49.6
400,21.0,59.0,17.8125,7.02,13.2,17.7,2.5,30.9
401,12.0,56.0,18.0469,6.62,15.1,16.4,2.19,31.4
402,8.0,64.0,17.959,7.23,17.4,14.6,2.06,32.1
403,9.0,65.0,18.2812,5.49,14.3,19.8,2.17,34.1
404,12.0,79.0,18.3398,5.76,31.0,23.3,3.47,54.3
405,5.0,76.0,18.8086,8.82,29.8,20.9,4.68,50.6
406,8.0,54.0,18.6914,7.63,32.6,16.9,3.95,49.5
407,10.0,63.0,19.1016,8.75,31.8,16.6,4.49,48.4
408,6.0,77.0,19.5117,7.46,29.5,21.6,3.97,51.2
409,9.189028473006559,65.0,18.8965,8.79,33.7,20.3,3.99,54.0
410,6.56677051989697,78.0,19.3359,6.72,42.0,18.1,4.15,60.1
411,13.0,71.0581758841099,17.7246,6.13,28.2,18.7,3.13,46.9
412,11.0,68.04654927598435,17.8711,6.79,24.3,19.1,3.23,43.4
413,11.0,65.56292662597625,18.8965,5.2,17.3,15.8,2.03,33.1
414,3.8578138587042403,60.0,19.150572268296788,6.58,0.0,0.0,0.0,0.0
415,17.0,38.0,18.6914,7.73,28.5,17.8,3.91,46.3
416,17.0,59.0,19.1602,7.02,17.9,19.6,3.06,37.5
417,13.0,68.0,18.8086,6.07,16.9,15.9,2.29,32.7
418,9.0,79.0,18.8672,6.95,15.6,15.5,2.29,31.1
419,11.462388422907594,64.0,18.9844,5.65,26.8,15.2,2.49,41.9
420,12.0,71.0,15.9375,6.67,31.4,16.2,3.65,47.6
421,5.0,76.0,16.582,5.28,41.8,22.3,3.59,64.1
422,11.0,64.0,16.6699,6.27,35.8,14.0,3.41,49.8
423,12.0,69.0,16.9922,6.42,24.8,22.7,3.31,47.5
424,13.0,52.0,17.373,8.44,22.8,16.8,4.1,39.6
425,15.071978118105221,58.0,15.9375,9.02,26.1,14.7,3.16,40.8
426,14.384601844587031,55.0,15.293,6.26,20.7,14.6,2.37,35.3
427,18.0,50.0,14.6484,7.07,27.7,24.8,4.15,52.5
428,15.0,59.0,14.9414,6.3,27.8,22.2,3.58,50.0
429,19.0,70.0,14.8828,6.06,31.1,17.4,3.48,48.5
430,19.0,80.0,15.7324,6.12,39.1,14.9,3.96,54.0
431,15.0,75.0,14.8828,5.56,36.5,16.6,3.46,53.1
432,22.0,83.0,15.4102,5.84,28.0,17.1,3.14,45.1
433,21.0,86.0,14.8828,4.91,29.4,26.9,3.35,56.3
434,5.0,63.80929309277774,17.2266,2.31,38.1,18.3,1.63,56.4
435,3.0,12.646339676896643,17.6074,8.79,28.2,7.1,0.6,35.3
436,4.0,63.79277515812954,17.6953,2.38,35.6,14.2,1.33,49.8
437,10.0,55.0,16.9336,12.54,36.2,24.3,4.13,60.6
438,15.0,66.0,16.2891,5.45,7.9,21.4,1.97,29.3
439,13.0,63.0,17.9883,5.48,23.1,23.7,2.84,46.8
440,14.0,77.0,17.4609,5.5,15.0,18.6,2.13,33.6
441,14.0,57.0,17.6953,8.69,14.1,17.1,2.43,31.2
442,17.778089047445874,67.0,17.5195,8.61,18.7,19.1,3.5,37.8
443,20.00776605066922,75.0,17.5488,6.82,12.2,12.9,1.89,25.1
444,20.0,84.0,17.5781,7.33,14.7,14.3,2.41,29.0
445,13.0,87.0,17.5195,6.79,23.9,16.0,2.94,39.9
446,15.474921382018152,43.0,15.1758,8.03,32.3,17.8,3.77,50.1
447,13.0,55.0,14.8242,6.84,29.0,17.1,3.56,46.1
448,13.0,64.0,14.707,7.56,30.6,14.9,3.66,45.5
449,11.0,52.0,14.9414,9.7,34.5,11.5,3.92,46.0
450,16.0,72.0,14.2383,6.86,32.4,16.1,3.7,48.6
451,23.0,54.0,14.6191,9.68,31.0,15.1,5.36,46.1
452,6.0,64.0,18.9258,1.88,9.0,12.7,0.53,21.6
453,16.0,56.0,18.7207,13.96,22.8,13.6,2.81,36.4
454,13.784091232403782,56.0,18.0469,4.11,6.5,15.2,0.97,21.7
455,23.0,44.0,17.6367,8.26,18.2,17.3,3.31,35.5
456,16.809694487831223,64.0,18.1348,6.33,23.0,16.0,2.66,38.9
457,18.0,64.0,18.3691,7.33,19.4,19.1,3.16,38.5
458,7.0,83.0,15.6445,5.83,33.2,14.3,3.19,47.5
459,5.0,77.0,15.790999999999999,5.44,23.8,13.2,2.18,37.0
460,8.0,76.0,15.7031,5.75,25.1,19.2,2.84,44.3
461,5.0,81.0,16.8164,5.32,27.0,12.9,2.26,39.9
462,13.0,77.0,16.0547,7.07,20.1,16.4,2.89,36.4
463,3.0,73.0,14.7656,1.41,0.0,32.2,0.56,32.2
464,11.0,62.0,16.4941,8.28,56.1,21.8,6.92,77.9
465,13.0,75.0,17.2266,6.66,22.8,14.7,2.91,37.5
466,7.355538579351489,70.0,17.1387,5.24,55.8,25.7,4.41,81.5
467,9.0,72.0,17.5195,6.13,35.0,18.3,3.84,53.3
468,5.0,69.0,17.2852,4.82,33.0,14.8,2.52,47.8
469,3.0,62.0,16.1426,7.42,38.9,21.6,4.59,60.5
470,7.0,73.0,15.8203,7.78,39.6,26.8,5.53,66.4
471,7.12979010967414,74.0,15.4688,7.78,42.8,20.3,5.04,63.1
472,6.45213740280942,84.0,15.1758,7.95,41.1,26.9,5.53,68.0
473,6.1842435293015825,85.0,15.1758,7.43,37.8,23.1,4.58,60.9
474,8.865120766999183,87.0,15.4102,8.53,32.8,21.2,4.76,54.0
475,6.501129794336123,80.0,15.3809,9.18,35.8,23.6,5.56,59.4
476,6.0,66.0,17.2852,5.74,23.2,20.9,2.79,44.1
477,3.0,67.0,16.9922,6.97,5.9,0.0,0.42,5.9
478,15.0,76.0,16.875,5.58,12.1,16.9,1.82,28.9
479,11.0,84.0,16.5234,6.36,20.3,23.3,3.07,43.5
480,6.0,61.0,17.2852,7.98,17.2,19.5,2.93,36.7
